"filename", "language", "TypeScript", "JSON with Comments", "CSS", "TypeScript JSX", "XML", "JavaScript", "Markdown", "JSON", "HTML", "comment", "blank", "total"
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\common\NumericCell.tsx", "TypeScript JSX", 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 10, 106
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\common\NumericInputDlg.tsx", "TypeScript JSX", 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 6, 83
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\common\Paginator.tsx", "TypeScript JSX", 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 11, 77
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\common\RadioCell.tsx", "TypeScript JSX", 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 5, 58
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\common\SelectorCell.tsx", "TypeScript JSX", 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 4, 91
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\common\SimpleInput.tsx", "TypeScript JSX", 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 6, 52
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\common\SimpleNumericInput.tsx", "TypeScript JSX", 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 8, 100
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\common\SimpleSelector.tsx", "TypeScript JSX", 0, 0, 0, 158, 0, 0, 0, 0, 0, 0, 14, 172
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\common\SnapInput.tsx", "TypeScript JSX", 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 6, 45
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\common\ValueValidator.tsx", "TypeScript JSX", 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 6, 39
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\common\hooks\useOpenFrame.ts", "TypeScript", 104, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14, 119
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\common\hooks\usePipeRack.ts", "TypeScript", 77, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 91
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\common\hooks\usePiping.ts", "TypeScript", 55, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13, 71
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\common\hooks\usePrevious.ts", "TypeScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\common\table\GenericTable.tsx", "TypeScript JSX", 0, 0, 0, 114, 0, 0, 0, 0, 0, 0, 11, 125
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\common\table\GenericTableBody.tsx", "TypeScript JSX", 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 9, 102
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\common\table\GenericTableHeader.tsx", "TypeScript JSX", 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 9, 80
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\common\table\GenericTableTitle.tsx", "TypeScript JSX", 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 4, 83
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\footer\CloseDlg.tsx", "TypeScript JSX", 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 4, 34
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\footer\Footer.tsx", "TypeScript JSX", 0, 0, 0, 206, 0, 0, 0, 0, 0, 0, 17, 223
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\footer\RenameDlg.tsx", "TypeScript JSX", 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 7, 79
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\logo\Logo.tsx", "TypeScript JSX", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 5, 28
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\MTO\flare\FlareSyncMTO.tsx", "TypeScript JSX", 0, 0, 0, 127, 0, 0, 0, 0, 0, 0, 12, 139
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\MTO\open-frame\OFSectionsSyncMTO.tsx", "TypeScript JSX", 0, 0, 0, 425, 0, 0, 0, 0, 0, 0, 29, 454
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\MTO\pipe-rack\PRSectionsSyncMTO.tsx", "TypeScript JSX", 0, 0, 0, 326, 0, 0, 0, 0, 0, 0, 13, 339
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\MTO\pipe\AccessoriesSyncMTO.tsx", "TypeScript JSX", 0, 0, 0, 195, 0, 0, 0, 0, 0, 0, 9, 204
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\MTO\pipe\LinesSyncMTO.tsx", "TypeScript JSX", 0, 0, 0, 167, 0, 0, 0, 0, 0, 0, 14, 181
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\ModelingTab.tsx", "TypeScript JSX", 0, 0, 0, 295, 0, 0, 0, 0, 0, 37, 24, 356
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\beam-connections\ToolBar.tsx", "TypeScript JSX", 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 8, 101
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\clash-check\ClashCheck.tsx", "TypeScript JSX", 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 16, 216
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\clash-check\clashCheckUtils.ts", "TypeScript", 467, 0, 0, 0, 0, 0, 0, 0, 0, 62, 30, 559
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\common\rectangular-base-plate\ShearKeyDetails.tsx", "TypeScript JSX", 0, 0, 0, 193, 0, 0, 0, 0, 0, 0, 17, 210
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\factory-shed\FactoryShedContent.tsx", "TypeScript JSX", 0, 0, 0, 274, 0, 0, 0, 0, 0, 0, 11, 285
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\factory-shed\FactoryShedDlg.tsx", "TypeScript JSX", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 6, 29
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\factory-shed\FactoryShedTabs.tsx", "TypeScript JSX", 0, 0, 0, 131, 0, 0, 0, 0, 0, 0, 13, 144
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\factory-shed\accessories\Accessories.tsx", "TypeScript JSX", 0, 0, 0, 681, 0, 0, 0, 0, 0, 26, 41, 748
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\factory-shed\accessories\ChristmasTree.tsx", "TypeScript JSX", 0, 0, 0, 695, 0, 0, 0, 0, 0, 1, 28, 724
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\factory-shed\accessories\FPost.tsx", "TypeScript JSX", 0, 0, 0, 663, 0, 0, 0, 0, 0, 1, 27, 691
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\factory-shed\accessories\TPost.tsx", "TypeScript JSX", 0, 0, 0, 604, 0, 0, 0, 0, 0, 1, 26, 631
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\factory-shed\additional-beams\BeamToBeam.tsx", "TypeScript JSX", 0, 0, 0, 413, 0, 0, 0, 0, 0, 3, 25, 441
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\factory-shed\additional-beams\Cantilever.tsx", "TypeScript JSX", 0, 0, 0, 404, 0, 0, 0, 0, 0, 2, 23, 429
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\factory-shed\additional-beams\ColumnToBeam.tsx", "TypeScript JSX", 0, 0, 0, 417, 0, 0, 0, 0, 0, 2, 26, 445
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\factory-shed\additional-beams\ColumnToColumn.tsx", "TypeScript JSX", 0, 0, 0, 505, 0, 0, 0, 0, 0, 2, 27, 534
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\factory-shed\additional-beams\Columns.tsx", "TypeScript JSX", 0, 0, 0, 472, 0, 0, 0, 0, 0, 2, 23, 497
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\factory-shed\additional-beams\KneeBracing.tsx", "TypeScript JSX", 0, 0, 0, 424, 0, 0, 0, 0, 0, 2, 26, 452
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\factory-shed\additional-beams\PlanBracings.tsx", "TypeScript JSX", 0, 0, 0, 473, 0, 0, 0, 0, 0, 7, 23, 503
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\factory-shed\additional-beams\VerticalBracing.tsx", "TypeScript JSX", 0, 0, 0, 639, 0, 0, 0, 0, 0, 2, 33, 674
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\factory-shed\base-plate\CircularBasePlate.tsx", "TypeScript JSX", 0, 0, 0, 471, 0, 0, 0, 0, 0, 0, 24, 495
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\factory-shed\base-plate\RectangularBasePlate.tsx", "TypeScript JSX", 0, 0, 0, 604, 0, 0, 0, 0, 0, 21, 25, 650
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\factory-shed\frames\Frames.tsx", "TypeScript JSX", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 5, 24
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\factory-shed\frames\FramesGeometry.tsx", "TypeScript JSX", 0, 0, 0, 380, 0, 0, 0, 0, 0, 4, 14, 398
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\factory-shed\frames\frame-parameters\ColumnRelocation.tsx", "TypeScript JSX", 0, 0, 0, 335, 0, 0, 0, 0, 0, 0, 15, 350
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\factory-shed\frames\frame-parameters\FrameParametersContainer.tsx", "TypeScript JSX", 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 9, 62
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\factory-shed\frames\frame-parameters\FramesParameters.tsx", "TypeScript JSX", 0, 0, 0, 589, 0, 0, 0, 0, 0, 0, 18, 607
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\factory-shed\masonry-cladding\MasonryCladding.tsx", "TypeScript JSX", 0, 0, 0, 204, 0, 0, 0, 0, 0, 1, 17, 222
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\factory-shed\members\GeometryBeams.tsx", "TypeScript JSX", 0, 0, 0, 410, 0, 0, 0, 0, 0, 3, 21, 434
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\factory-shed\members\GeometryColumns.tsx", "TypeScript JSX", 0, 0, 0, 393, 0, 0, 0, 0, 0, 3, 21, 417
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\factory-shed\members\Release.tsx", "TypeScript JSX", 0, 0, 0, 491, 0, 0, 0, 0, 0, 5, 22, 518
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\factory-shed\metal-cladding\MetalCladding.tsx", "TypeScript JSX", 0, 0, 0, 221, 0, 0, 0, 0, 0, 1, 17, 239
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\factory-shed\pipes\FEED.tsx", "TypeScript JSX", 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 6, 111
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\factory-shed\pipes\PipeModelingFS.tsx", "TypeScript JSX", 0, 0, 0, 865, 0, 0, 0, 0, 0, 3, 31, 899
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\factory-shed\pipes\SupportModelingFS.tsx", "TypeScript JSX", 0, 0, 0, 565, 0, 0, 0, 0, 0, 3, 30, 598
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\factory-shed\platforms\Platforms.tsx", "TypeScript JSX", 0, 0, 0, 457, 0, 0, 0, 0, 0, 3, 26, 486
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\factory-shed\runners\Runners.tsx", "TypeScript JSX", 0, 0, 0, 352, 0, 0, 0, 0, 0, 1, 21, 374
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\factory-shed\splice-flange\Circular.tsx", "TypeScript JSX", 0, 0, 0, 491, 0, 0, 0, 0, 0, 0, 34, 525
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\factory-shed\splice-flange\Rectangular.tsx", "TypeScript JSX", 0, 0, 0, 563, 0, 0, 0, 0, 0, 20, 34, 617
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\factory-shed\stairs\FromDetails.tsx", "TypeScript JSX", 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 5, 97
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\factory-shed\stairs\StairFS.tsx", "TypeScript JSX", 0, 0, 0, 563, 0, 0, 0, 0, 0, 3, 23, 589
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\factory-shed\tier-elevations\ElementsDlg.tsx", "TypeScript JSX", 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 9, 85
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\factory-shed\tier-elevations\ElementsElevations.tsx", "TypeScript JSX", 0, 0, 0, 273, 0, 0, 0, 0, 0, 0, 22, 295
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\factory-shed\truss\Truss.tsx", "TypeScript JSX", 0, 0, 0, 392, 0, 0, 0, 0, 0, 20, 21, 433
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\flare\FlareContent.tsx", "TypeScript JSX", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 3, 9
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\flare\FlareDlg.tsx", "TypeScript JSX", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 4, 26
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\flare\FlareHeader.tsx", "TypeScript JSX", 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 5, 29
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\flare\segments\SegemntsParameters.tsx", "TypeScript JSX", 0, 0, 0, 240, 0, 0, 0, 0, 0, 2, 12, 254
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\flare\segments\Segments.tsx", "TypeScript JSX", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 2, 13
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\flare\segments\SegmentsGeometry.tsx", "TypeScript JSX", 0, 0, 0, 249, 0, 0, 0, 0, 0, 0, 7, 256
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\odss\ODSSContent.tsx", "TypeScript JSX", 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 7, 37
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\odss\ODSSDlg.tsx", "TypeScript JSX", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 6, 29
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\odss\ODSSTabs.tsx", "TypeScript JSX", 0, 0, 0, 101, 0, 0, 0, 0, 0, 2, 13, 116
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\odss\members\geometry\ODSSGeometry.tsx", "TypeScript JSX", 0, 0, 0, 99, 0, 0, 0, 0, 0, 3, 10, 112
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\odss\members\releases\ODSSReleases.tsx", "TypeScript JSX", 0, 0, 0, 126, 0, 0, 0, 0, 0, 0, 12, 138
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\odss\user-defined-sections\UserDefinedSectionsOfStaad.tsx", "TypeScript JSX", 0, 0, 0, 176, 0, 0, 0, 0, 0, 0, 12, 188
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\open-frame\OpenFramesContent.tsx", "TypeScript JSX", 0, 0, 0, 288, 0, 0, 0, 0, 0, 0, 11, 299
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\open-frame\OpenFramesDlg.tsx", "TypeScript JSX", 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 8, 46
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\open-frame\OpenFramesTabs.tsx", "TypeScript JSX", 0, 0, 0, 153, 0, 0, 0, 0, 0, 3, 13, 169
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\open-frame\accessories\Accessories.tsx", "TypeScript JSX", 0, 0, 0, 681, 0, 0, 0, 0, 0, 26, 41, 748
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\open-frame\accessories\ChristmasTree.tsx", "TypeScript JSX", 0, 0, 0, 695, 0, 0, 0, 0, 0, 1, 28, 724
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\open-frame\accessories\FPost.tsx", "TypeScript JSX", 0, 0, 0, 628, 0, 0, 0, 0, 0, 1, 30, 659
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\open-frame\accessories\TPost.tsx", "TypeScript JSX", 0, 0, 0, 604, 0, 0, 0, 0, 0, 1, 26, 631
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\open-frame\additional-beams\BeamToBeam.tsx", "TypeScript JSX", 0, 0, 0, 492, 0, 0, 0, 0, 0, 3, 35, 530
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\open-frame\additional-beams\Cantilever.tsx", "TypeScript JSX", 0, 0, 0, 552, 0, 0, 0, 0, 0, 2, 33, 587
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\open-frame\additional-beams\ColumnToBeam.tsx", "TypeScript JSX", 0, 0, 0, 568, 0, 0, 0, 0, 0, 2, 33, 603
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\open-frame\additional-beams\ColumnToColumn.tsx", "TypeScript JSX", 0, 0, 0, 669, 0, 0, 0, 0, 0, 2, 35, 706
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\open-frame\additional-beams\Columns.tsx", "TypeScript JSX", 0, 0, 0, 623, 0, 0, 0, 0, 0, 4, 32, 659
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\open-frame\additional-beams\KneeBracing.tsx", "TypeScript JSX", 0, 0, 0, 605, 0, 0, 0, 0, 0, 2, 34, 641
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\open-frame\additional-beams\PlanBracings.tsx", "TypeScript JSX", 0, 0, 0, 656, 0, 0, 0, 0, 0, 7, 32, 695
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\open-frame\additional-beams\VerticalBracing.tsx", "TypeScript JSX", 0, 0, 0, 785, 0, 0, 0, 0, 0, 3, 34, 822
"c:\Users\ASETS-LUX LUX 3\OneDrive\Desktop\hammad\pds_prod_front_end_build\asetsluxfeuirepo\src\components\menu-bar\3d-modeling\open-frame\base-plate\CircularBasePlate.tsx", "TypeScript JSX", 0, 0, 0, 471, 0, 0, 0, 0, 0, 0, 24, 495
